id	nombre_titular	apellido_titular	número_cuenta	tipo_cuenta	 saldo_actual 	fecha_ultimo_movimiento	fecha_apertura	sucursal	ciudad_sucursal	Numero días inactivo	Cliente	 Valor UVR FECHA 	 SALDO UVR 	Es reportable?	
877	Shauna	Braime	103112345	ahorros	" 14,053 "	4/9/2025	1/8/2017	FORT SMITH	Rekowo Dolne	81.00	Activo	 386 	 36 	No	
878	Rafaellle	Meharry	121135773	corriente	" 121,758 "	7/19/2021	4/20/2016	SAN JOSE	Jab?onica Polska	1441.00	Inactivo	 285 	 428 	No	
879	Early	Clandillon	102307164	ahorros	" 104,423 "	12/20/2021	6/25/2017	MINNEAPOLIS	San Pedro de Atacama	1287.00	Inactivo	 288 	 362 	No	
880	Staffard	Castelow	73902274	ahorros	" 109,599 "	10/16/2023	8/21/2016	AMES	Shancheng	622.00	Inactivo	 354 	 309 	Si	
881	Esdras	Cutchee	101104779	corriente	" 100,225 "	9/23/2023	4/30/2018	COLDWATER	Buriti Bravo	645.00	Inactivo	 352 	 284 	Si	
882	Selby	Cusack	122240418	ahorros	" 177,657 "	11/23/2021	9/19/2017	ALHAMBRA	Sirinhaém	1314.00	Inactivo	 288 	 617 	No	
883	Trixy	MacNish	61110557	ahorros	" 69,860 "	2/10/2021	10/19/2018	EATONTON	Butel	1600.00	Inactivo	 276 	 253 	Si	
884	Siegfried	Pettendrich	121181798	corriente	" 77,812 "	7/3/2022	7/31/2017	SAN DIEGO	Boulogne-sur-Mer	1092.00	Inactivo	 309 	 251 	Si	
885	Lutero	Loveitt	61120178	corriente	" 162,465 "	6/13/2021	12/21/2017	GRAY	Tromsø	1477.00	Inactivo	 282 	 577 	No	
886	Thom	Dugdale	75012531	ahorros	" 15,446 "	3/9/2025	11/14/2016	NAPERVILLE	Neundeut	112.00	Activo	 382 	 40 	No	
887	Maire	Yurkevich	31301053	corriente	" 86,966 "	1/5/2020	8/17/2016	HERMITAGE	Makur	2002.00	Inactivo	 271 	 321 	Si	
888	Connie	Hebner	321170444	ahorros	" 70,874 "	8/11/2024	11/22/2017	ENGLEWOOD CLIFFS	Pergamino	322.00	Activo	 375 	 189 	No	
889	Dewey	Bebbell	71123518	ahorros	" 31,434 "	8/12/2022	1/9/2016	EDINBURG	Jiulonggang	1052.00	Inactivo	 312 	 101 	Si	
890	Conant	Nichols	86518749	corriente	" 72,434 "	8/15/2021	5/10/2016	TUPELO	Nueva Loja	1414.00	Inactivo	 285 	 255 	Si	
891	Lela	Blagdon	82903837	ahorros	" 212,241 "	8/28/2020	12/19/2017	MAGNOLIA	Arias	1766.00	Inactivo	 275 	 773 	No	
892	Raphael	Giordano	72400670	corriente	" 70,396 "	11/12/2024	7/26/2016	CLEVELAND	Tubualá	229.00	Activo	 377 	 187 	No	
893	Mia	Trainor	31101211	corriente	" 201,101 "	6/27/2023	1/2/2016	LEWES	Retkovci	733.00	Inactivo	 348 	 578 	No	
894	Jarad	Harte	61211647	corriente	" 34,164 "	12/20/2023	7/29/2016	TALLAHASSEE	Miaoya	557.00	Inactivo	 357 	 96 	Si	
895	Aristotle	Gautrey	61112788	ahorros	" 83,799 "	5/15/2025	1/9/2018	RICHMOND	??miyah	45.00	Activo	 389 	 215 	No	
896	Asia	Boagey	103000619	ahorros	" 162,531 "	11/6/2021	9/28/2017	KANSAS CITY	Gayle	1331.00	Inactivo	 288 	 565 	No	
897	Marta	Sterte	261170494	corriente	" 133,558 "	3/10/2024	12/3/2018	ZEBULON	Natu	476.00	Inactivo	 363 	 368 	No	
898	Lorie	Frisby	72413298	corriente	" 180,609 "	11/5/2024	5/22/2017	CINCINNATI	Riachão do Jacuípe	236.00	Activo	 376 	 480 	No	
899	Otha	Baldetti	74912603	ahorros	" 145,346 "	9/26/2024	4/9/2017	GREENSBURG	Broto	276.00	Activo	 376 	 387 	No	
900	Afton	Sobczak	21207235	ahorros	" 57,404 "	7/15/2021	12/3/2017	WAYNE	Qixian	1445.00	Inactivo	 285 	 202 	Si	
901	Vidovik	Ibbitson	21300640	corriente	" 16,051 "	6/20/2025	7/2/2017	BUFFALO	Tumen	9.00	Activo	 392 	 41 	No	
902	Row	Sawkins	271972381	corriente	" 19,083 "	5/6/2023	12/16/2016	NAPERVILLE	Setro	785.00	Inactivo	 344 	 56 	Si	
903	Carree	Winram	65306118	corriente	" 125,631 "	10/10/2022	7/23/2018	BRANDON	Charlotte	993.00	Inactivo	 317 	 396 	No	
904	Maureene	Gunnell	111917435	corriente	" 57,273 "	5/25/2023	3/22/2016	SUGAR LAND	M?r?b?d	766.00	Inactivo	 346 	 166 	Si	
905	Gideon	Falkus	31311674	ahorros	" 98,160 "	11/5/2021	4/24/2017	INDIANA	Kayes	1332.00	Inactivo	 287 	 341 	No	
906	Jeddy	Esler	41215773	corriente	" 178,214 "	9/4/2021	6/15/2016	MARIETTA	S?r?n	1394.00	Inactivo	 285 	 625 	No	
907	Rosie	Aloway	31100089	corriente	" 126,192 "	10/4/2023	1/24/2016	PITTSBURGH	Ba?ka Topola	634.00	Inactivo	 353 	 357 	No	
908	Minetta	Harridge	43310281	corriente	" 164,381 "	8/19/2024	6/5/2016	HERMITAGE	Alis	314.00	Activo	 375 	 438 	No	
909	Mervin	Bilyard	71122661	ahorros	" 106,316 "	10/30/2021	3/22/2018	BIRMINGHAM	Saint-Ouen	1338.00	Inactivo	 287 	 370 	No	
910	Riobard	Maywood	11301536	ahorros	" 101,662 "	4/14/2025	4/13/2018	LYNN	Trmice	76.00	Activo	 387 	 263 	No	
911	Bat	Tregale	86314367	corriente	" 165,765 "	7/3/2022	10/8/2018	JASPER	Daya	1092.00	Inactivo	 309 	 536 	No	
912	Desmund	Dixon	91401919	ahorros	" 211,160 "	11/20/2022	10/19/2018	ARLINGTON	Dzhiginka	952.00	Inactivo	 321 	 657 	No	
913	Vic	Kovelmann	111908143	corriente	" 166,261 "	12/23/2023	3/16/2016	SUGAR LAND	Quxia	554.00	Inactivo	 357 	 465 	No	
914	Cordula	Abelevitz	114025599	corriente	" 41,865 "	5/8/2025	8/29/2017	SAN ANGELO	Malabang	52.00	Activo	 388 	 108 	No	
915	Corrinne	Jenkyn	62205937	ahorros	" 48,739 "	6/5/2025	11/21/2018	TUPELO	Gucheng	24.00	Activo	 391 	 125 	No	
916	Alyssa	Gowler	75905871	ahorros	" 155,584 "	1/1/2021	1/4/2016	BOSCOBEL	Buriti Alegre	1640.00	Inactivo	 275 	 566 	No	
917	Bink	Pretsell	67003778	ahorros	" 121,649 "	9/29/2023	10/28/2018	CLEWISTON	Nizhnyaya Tura	639.00	Inactivo	 353 	 345 	No	
918	Morris	Goldney	91014924	corriente	" 42,856 "	5/5/2021	8/31/2017	EDINA	Sekongkang Bawah	1516.00	Inactivo	 280 	 153 	Si	
919	Sheff	Mowlam	124303065	corriente	" 179,884 "	12/6/2021	9/14/2018	HENRICO	Masebewa	1301.00	Inactivo	 288 	 625 	No	
920	Carol-jean	Dryburgh	123206406	ahorros	" 19,004 "	5/2/2023	11/10/2017	LAKEWOOD	Caijiapu	789.00	Inactivo	 343 	 55 	Si	
921	Christoforo	Edge	242272874	corriente	" 66,752 "	6/26/2024	2/27/2018	GREENSBURG	Taung	368.00	Inactivo	 373 	 179 	Si	
922	Adriano	Dovidian	91409487	corriente	" 192,244 "	5/25/2024	4/8/2016	OMAHA	Uppsala	400.00	Inactivo	 371 	 518 	No	
923	Corbin	Kassman	122241132	ahorros	" 172,272 "	8/10/2023	4/23/2017	CARLSBAD	Wonokromo	689.00	Inactivo	 350 	 493 	No	
924	Merna	McCree	102104749	corriente	" 103,778 "	4/6/2025	4/11/2017	KANSAS CITY	Cicurug	84.00	Activo	 386 	 269 	No	
925	Katey	Seward	83901744	corriente	" 111,026 "	3/18/2023	9/25/2017	BIRMINGHAM	Szczecinek	834.00	Inactivo	 336 	 330 	No	
926	Gilberto	Abry	52100893	corriente	" 159,940 "	11/18/2022	8/25/2018	PITTSBURGH	Xingdian	954.00	Inactivo	 321 	 498 	No	
927	Joyce	Pettegre	211372077	ahorros	" 214,620 "	11/17/2023	5/22/2016	NEW BRITAIN	San Francisco	590.00	Inactivo	 356 	 603 	No	
928	Reyna	Hultberg	113009464	corriente	" 146,627 "	3/19/2024	12/22/2018	SUGAR LAND	Feicheng	467.00	Inactivo	 364 	 403 	No	
929	Karleen	Connerry	65505870	corriente	" 86,232 "	9/21/2021	4/7/2018	PICAYUNE	Beaumont	1377.00	Inactivo	 286 	 302 	Si	
930	Dukey	Heatlie	322284892	ahorros	" 56,399 "	7/12/2021	5/19/2017	ST PAUL	Panolan	1448.00	Inactivo	 284 	 198 	Si	
931	Scarlett	Digweed	91001157	ahorros	" 82,225 "	10/6/2020	3/26/2017	NAPERVILLE	Cikubang	1727.00	Inactivo	 275 	 299 	Si	
932	Leda	McVane	122237654	ahorros	" 13,141 "	4/28/2023	8/17/2016	ONTARIO	Sishan	793.00	Inactivo	 343 	 38 	Si	
933	Damiano	Geraudy	22072692	ahorros	" 136,711 "	4/16/2020	9/3/2017	ALBANY	Libon	1900.00	Inactivo	 275 	 498 	No	
934	Rozina	Kidsley	72401064	ahorros	" 163,877 "	2/17/2021	11/7/2017	DETROIT	Soanindrariny	1593.00	Inactivo	 276 	 594 	No	
935	Keith	Casaroli	21207413	corriente	" 105,060 "	2/23/2023	12/26/2016	LEWISTON	Weihe	857.00	Inactivo	 331 	 317 	Si	
936	Arvie	Chant	61119464	corriente	" 72,215 "	6/16/2025	7/25/2018	BLAIRSVILLE	Cabra Figa	13.00	Activo	 392 	 184 	No	
937	Florence	Rolph	101014953	ahorros	" 74,298 "	5/13/2023	9/10/2017	OVERLAND PARK	Sibanicú	778.00	Inactivo	 344 	 216 	Si	
938	Caren	Formby	11601443	ahorros	" 163,387 "	1/10/2023	7/9/2018	RIVERSIDE	Tysmenytsya	901.00	Inactivo	 325 	 502 	No	
939	Symon	Gotter	42205038	corriente	" 135,001 "	4/10/2023	6/15/2016	ST. PAUL	Tall ?am?s	811.00	Inactivo	 340 	 397 	No	
940	Danyette	Waberer	125108939	corriente	" 34,161 "	9/27/2021	4/29/2017	SPOKANE	Lincheng	1371.00	Inactivo	 286 	 119 	Si	
941	Roberta	Gritsaev	231375520	corriente	" 19,981 "	3/20/2022	11/21/2017	AMHERST	Velké N?m?ice	1197.00	Inactivo	 297 	 67 	Si	
942	Rorie	Armand	74903308	ahorros	" 125,127 "	7/19/2021	3/4/2016	GREENSBURG	Des Moines	1441.00	Inactivo	 285 	 440 	No	
943	Jonathan	Gonsalvo	251473787	ahorros	" 126,162 "	3/22/2025	12/15/2016	RUTHER GLEN	Santa Elena de Uairén	99.00	Activo	 384 	 329 	No	
944	Corty	Tomik	72413751	ahorros	" 124,099 "	12/15/2024	2/8/2018	MIDLAND	Katrineholm	196.00	Activo	 376 	 330 	No	
945	Salvidor	Tokell	91901561	ahorros	" 214,728 "	2/21/2025	9/3/2018	WASECA	Paiisa	128.00	Activo	 380 	 565 	No	
946	Granger	Skingle	61103548	corriente	" 21,240 "	4/24/2023	2/24/2016	MACON	Tirapata	797.00	Inactivo	 342 	 62 	Si	
947	Gerti	Chue	84008853	ahorros	" 162,599 "	8/30/2022	7/5/2017	LAFAYETTE	Umuahia	1034.00	Inactivo	 313 	 519 	No	
948	Kalila	Honeyghan	75910523	corriente	" 158,622 "	7/3/2021	1/19/2018	NAPERVILLE	Xuxiake	1457.00	Inactivo	 284 	 559 	No	
949	Dolf	Ivanin	71103473	corriente	" 84,835 "	5/17/2024	12/7/2018	TERRE HAUTE	Lesnoy	408.00	Inactivo	 370 	 229 	Si	
950	Fanni	Noor	81519002	corriente	" 197,617 "	9/21/2023	11/2/2018	MONETT	Castellon De La Plana/Castello De La Pla	647.00	Inactivo	 352 	 561 	No	
951	Leticia	Hakewell	101219059	ahorros	" 110,873 "	2/12/2025	1/1/2017	KANSAS CITY	Chuhuyiv	137.00	Activo	 379 	 293 	No	
952	Braden	Bromby	31901482	ahorros	" 24,809 "	3/19/2024	8/5/2016	LEWISTON	?ad?dah	467.00	Inactivo	 364 	 68 	Si	
953	Lorant	Bole	241070417	ahorros	" 193,108 "	9/23/2024	2/12/2016	RIVERSIDE	Zilang	279.00	Activo	 376 	 514 	No	
954	Rochette	Giller	64101589	corriente	" 167,107 "	3/4/2025	2/24/2017	MCMINNVILLE	Metah?ra	117.00	Activo	 381 	 438 	No	
955	Fancy	Crowter	53112686	ahorros	" 39,072 "	11/8/2023	12/21/2017	HERMITAGE	Formiga	599.00	Inactivo	 356 	 110 	Si	
956	Olva	Pimblott	104902392	corriente	" 120,907 "	11/7/2020	7/30/2016	WISNER	Boston	1695.00	Inactivo	 275 	 439 	No	
957	Hally	MacCroary	121032232	corriente	" 34,938 "	7/22/2023	1/10/2016	EL MONTE	Wukeshu	708.00	Inactivo	 349 	 100 	Si	
958	Bree	Laffranconi	111924363	ahorros	" 149,129 "	2/19/2025	5/8/2016	KINGFISHER	Néa Palátia	130.00	Activo	 380 	 393 	No	
959	Anestassia	Boulds	51402589	ahorros	" 211,300 "	1/7/2023	1/19/2017	STRASBURG	Lapas	904.00	Inactivo	 325 	 650 	No	
960	Chad	Kyttor	84008853	corriente	" 91,841 "	2/4/2025	2/9/2018	LAFAYETTE	Jungkat Selatan	145.00	Activo	 378 	 243 	No	
961	Antonius	Olczak	43400036	corriente	" 91,886 "	8/29/2023	8/10/2017	WHEELING	Strellc i Epërm	670.00	Inactivo	 351 	 262 	Si	
962	Wilone	Elecum	103101372	ahorros	" 164,037 "	4/13/2025	10/5/2016	CHOUTEAU	Tigaon	77.00	Activo	 387 	 424 	No	
963	Kailey	Fiddeman	111322457	corriente	" 177,180 "	6/30/2023	4/16/2016	HEREFORD	Nerk’in Getashen	730.00	Inactivo	 348 	 509 	No	
964	Clareta	Pozzi	122240340	corriente	" 62,950 "	10/13/2021	3/9/2017	CARLSBAD	Toulon	1355.00	Inactivo	 287 	 220 	Si	
965	Janene	Martel	242070791	ahorros	" 203,341 "	1/20/2020	8/28/2017	CINCINNATI	Okulovka	1987.00	Inactivo	 271 	 750 	No	
966	Janel	Lavarack	101019521	corriente	" 130,414 "	6/9/2022	4/4/2017	KANSAS CITY	Aguazul	1116.00	Inactivo	 307 	 425 	No	
967	Ruthie	Gleder	262287218	corriente	" 25,018 "	1/26/2020	1/12/2016	CULLMAN	Jingang	1981.00	Inactivo	 271 	 92 	Si	
968	Berkeley	Blackston	103110428	corriente	" 213,098 "	12/30/2024	12/29/2017	OKEENE	Dongluqiao	181.00	Activo	 377 	 566 	No	
969	Markus	Sings	65303069	ahorros	" 40,851 "	12/10/2021	5/14/2017	BELZONI	Göteborg	1297.00	Inactivo	 288 	 142 	Si	
970	Gui	Beeson	111025084	ahorros	" 34,839 "	5/26/2025	7/25/2016	LOS ANGELES	Qary?t	34.00	Activo	 390 	 89 	No	
971	Vergil	Readhead	72414255	ahorros	" 45,707 "	10/29/2024	12/17/2016	MIDLAND	Cinyawar	243.00	Activo	 376 	 121 	No	
972	Ania	Hegg	101100265	ahorros	" 149,843 "	1/23/2022	8/8/2017	NAPERVILLE	Bremerhaven	1253.00	Inactivo	 290 	 517 	No	
973	Terza	Burchess	243373222	corriente	" 75,369 "	3/13/2020	2/11/2016	WHEELING	Libi??	1934.00	Inactivo	 273 	 276 	Si	
974	Gawen	Skirrow	31901482	ahorros	" 211,902 "	7/28/2022	10/29/2017	LEWISTON	Wengtian	1067.00	Inactivo	 311 	 681 	No	
975	Weber	Beadnall	61204612	ahorros	" 72,718 "	7/5/2024	3/3/2016	MOULTRIE	Niebylec	359.00	Activo	 373 	 195 	No	
976	Marcela	Corrett	82901855	corriente	" 57,239 "	9/24/2024	2/22/2018	PINE BLUFF	Lirang	278.00	Activo	 376 	 152 	No	
977	Vinita	Beardsdale	121132682	corriente	" 171,884 "	3/10/2020	4/9/2016	EL MONTE	Neob	1937.00	Inactivo	 272 	 631 	No	
978	Kym	Rickaert	42103460	ahorros	" 107,733 "	5/15/2023	3/19/2017	GRAYSON	Alcaldedíaz	776.00	Inactivo	 345 	 313 	Si	
979	Tuckie	Staniland	57000697	corriente	" 185,565 "	4/26/2021	4/25/2016	COLUMBUS	Growong Lor	1525.00	Inactivo	 279 	 664 	No	
980	Berke	McKinnon	107001067	ahorros	" 158,505 "	7/17/2021	3/16/2016	KANSAS CITY	Truskavets	1443.00	Inactivo	 285 	 557 	No	
981	Chryste	Prawle	63104972	ahorros	" 124,600 "	8/24/2021	4/5/2018	RICHMOND	Allen	1405.00	Inactivo	 285 	 437 	No	
982	Marven	MacNess	61119901	corriente	" 164,916 "	8/6/2020	7/16/2016	BLAIRSVILLE	Mauren	1788.00	Inactivo	 275 	 600 	No	
983	Dore	Broadnicke	102101548	corriente	" 75,179 "	12/30/2022	5/3/2018	HELENA	Chengtou	912.00	Inactivo	 324 	 232 	Si	
984	Paulita	Mostyn	81503102	ahorros	" 152,279 "	10/29/2023	5/19/2018	JEFFERSON CITY	Tanlin	609.00	Inactivo	 355 	 429 	No	
985	Elwira	Inglese	75906702	corriente	" 28,916 "	5/24/2024	5/9/2016	ROSHOLT	Proletarsk	401.00	Inactivo	 371 	 78 	Si	
986	Colly	Abrahamian	231372439	corriente	" 162,849 "	4/10/2021	4/3/2016	WILSON	Leteki	1541.00	Inactivo	 279 	 585 	No	
987	Rosaleen	Brade	322270262	ahorros	" 149,378 "	4/29/2023	2/21/2017	ENGLEWOOD CLIFFS	Perm	792.00	Inactivo	 343 	 436 	No	
988	Shelbi	Paske	111300945	corriente	" 177,913 "	9/20/2020	12/2/2017	HENRICO	Sarandi	1743.00	Inactivo	 275 	 648 	No	
989	Barrie	Kondrachenko	43318814	ahorros	" 70,171 "	8/22/2024	8/25/2017	INDIANA	Bridel	311.00	Activo	 375 	 187 	No	
990	Drona	Grono	84107893	ahorros	" 17,097 "	4/6/2020	11/29/2017	LAFAYETTE	Plaridel	1910.00	Inactivo	 274 	 62 	Si	
991	Kristan	Shaxby	11110688	corriente	" 107,849 "	8/3/2020	1/12/2016	MIDDLETOWN	Ibiá	1791.00	Inactivo	 275 	 392 	No	
992	Phyllis	O' Hogan	323270216	corriente	" 115,405 "	2/20/2024	4/6/2016	PORTLAND	Karangpeton	495.00	Inactivo	 361 	 320 	Si	
993	Bettine	Gaitone	111912401	ahorros	" 104,834 "	1/7/2020	2/12/2017	SEYMOUR	Changtian	2000.00	Inactivo	 271 	 387 	No	
994	Lauree	Pearn	325170699	corriente	" 174,879 "	6/17/2021	11/24/2018	ALBANY	Ishigaki	1473.00	Inactivo	 282 	 620 	No	
995	Shela	Cotterel	92902404	corriente	" 33,795 "	5/26/2024	5/19/2018	KALISPELL	Tyresö	399.00	Inactivo	 371 	 91 	Si	
996	Lillis	Garthside	102000021	corriente	" 202,606 "	9/7/2023	10/26/2016	ST. PAUL	Progreso	661.00	Inactivo	 351 	 577 	No	
997	Inge	Rickardes	41205673	corriente	" 15,654 "	8/10/2021	9/23/2016	COLUMBUS	Podkumskiy	1419.00	Inactivo	 285 	 55 	Si	
998	Abey	Agirre	75910798	ahorros	" 102,516 "	3/2/2022	10/2/2018	NAPERVILLE	Barili	1215.00	Inactivo	 294 	 349 	No	
999	Ferdy	Dobinson	62205199	corriente	" 21,921 "	7/24/2020	6/7/2018	BIRMINGHAM	Passagem	1801.00	Inactivo	 275 	 80 	Si	
1000	Mick	Coniam	72407000	ahorros	" 77,394 "	8/23/2021	12/16/2016	BELDING	Priekule	1406.00	Inactivo	 285 	 272 	Si	
